userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.8849425315856934) (260,2.8293919563293457) (1196,2.8073318004608154) (2571,2.7987277507781982) (589,2.768075704574585) (1580,2.7548933029174805) (2858,2.7251315116882324) (2916,2.723999500274658) (1270,2.645941734313965) (2762,2.597365379333496) (1197,2.546630620956421) (2716,2.54166841506958) (1240,2.5367379188537598) (3578,2.510267972946167) (1097,2.4874320030212402) (1127,2.4589591026306152) (593,2.453030586242676) (1214,2.4510841369628906) (457,2.4202146530151367) (1200,2.4144790172576904)
80512: (260,3.024742841720581)* (1196,3.018733024597168)* (480,2.9701972007751465) (2571,2.9034347534179688)* (589,2.890207052230835)* (1270,2.8214666843414307)* (2762,2.777574300765991)* (110,2.749267578125)* (1198,2.7286970615386963) (593,2.7044970989227295)* (608,2.68331241607666) (1097,2.679042339324951) (356,2.6654577255249023) (1240,2.6602728366851807)* (2716,2.65173602104187) (1,2.603055477142334) (2396,2.5746803283691406) (457,2.5404319763183594) (1127,2.5166702270507812) (858,2.49422550201416)
80869: (2858,2.9563207626342773) (2762,2.73850154876709) (1197,2.707676410675049) (1198,2.702162265777588) (110,2.699984550476074) (2028,2.6993467807769775) (608,2.688477039337158) (593,2.6860387325286865) (1097,2.648453712463379)* (356,2.622622489929199) (2716,2.5950565338134766) (296,2.580860137939453) (1265,2.577528953552246) (2396,2.560697317123413) (1,2.5605766773223877) (3578,2.520806312561035) (527,2.5071966648101807) (1617,2.4910225868225098) (858,2.489394426345825) (457,2.488830804824829)
82082: (480,2.3875045776367188) (1210,2.3692548274993896) (260,2.364536762237549) (1196,2.3502042293548584) (2571,2.319586992263794) (589,2.300398111343384) (2858,2.295302391052246) (1580,2.278918743133545) (2916,2.2433505058288574) (1270,2.2138724327087402) (2762,2.1758804321289062)* (110,2.1745986938476562) (2028,2.1641290187835693) (1197,2.137263536453247) (2716,2.1142945289611816) (1198,2.112454414367676) (1240,2.110793113708496) (356,2.09452486038208) (1097,2.086362361907959) (593,2.0727546215057373)
85157: (2858,2.3915886878967285) (1196,2.340984582901001) (260,2.316992998123169) (593,2.209714889526367) (1617,2.1576144695281982) (1270,2.1432416439056396) (296,2.139713764190674) (2762,2.123656749725342)* (1197,2.123610496520996) (2396,2.1223363876342773) (527,2.1194088459014893) (589,2.086740732192993) (1097,2.080900192260742) (1265,2.0757899284362793) (480,2.0709266662597656) (2571,2.0664196014404297) (2028,2.0579662322998047) (541,2.037248373031616) (356,2.0174779891967773) (50,2.004584312438965)
83978: (2858,3.2059733867645264) (1196,3.1906323432922363)* (260,3.1759963035583496)* (608,3.0008652210235596)* (589,2.949033260345459) (2571,2.939824104309082) (593,2.939629554748535) (2762,2.915761709213257)* (1198,2.9133877754211426)* (110,2.838573694229126) (1580,2.820950984954834) (1265,2.7928335666656494) (356,2.7845945358276367) (527,2.7736854553222656) (318,2.764711380004883) (858,2.764213800430298)* (541,2.665040969848633) (1259,2.646336793899536) (457,2.610304117202759) (3578,2.59969162940979)
83954: (1196,3.7239127159118652)* (480,3.4266107082366943) (1198,3.408658981323242) (2762,3.3967761993408203)* (1197,3.382606029510498)* (2396,3.307825803756714)* (1265,3.2704901695251465)* (318,3.265361785888672) (2628,3.1435978412628174)* (1259,3.1145782470703125) (924,3.0115716457366943)* (1193,2.961183547973633)* (1387,2.9377989768981934)* (2791,2.92639422416687) (1136,2.9126625061035156)* (1291,2.8930814266204834) (1127,2.874966621398926)* (1036,2.84000301361084) (2000,2.815742015838623) (1721,2.7987101078033447)
79888: (480,3.3649678230285645)* (2858,3.297191619873047)* (1580,3.206130027770996)* (2628,3.1898908615112305) (2916,3.1432833671569824)* (2028,3.0781896114349365) (1197,3.0554721355438232)* (1240,2.9937644004821777) (2716,2.9913523197174072) (3578,2.932408332824707) (1127,2.859081745147705)* (457,2.85892391204834) (2987,2.790339708328247)* (377,2.780776023864746) (1291,2.7395572662353516) (858,2.7385785579681396) (1610,2.7371726036071777) (318,2.7327146530151367)* (1617,2.7184548377990723) (2997,2.705122947692871)*
85014: (260,2.887606382369995)* (1210,2.7547388076782227) (318,2.7102551460266113) (527,2.7059755325317383) (2396,2.699859380722046)* (1270,2.667133092880249) (2997,2.6301984786987305)* (1394,2.5935168266296387)* (589,2.5581724643707275) (34,2.548468589782715) (1259,2.541027069091797) (480,2.511383056640625)* (356,2.510077953338623) (110,2.508888006210327) (1221,2.5074305534362793)* (1136,2.4572625160217285) (1230,2.4075510501861572)* (1213,2.4070611000061035)* (590,2.3978662490844727) (1240,2.3933918476104736)*
83306: (480,1.6912626028060913) (1210,1.6497271060943604) (2571,1.634650707244873) (260,1.6338402032852173) (2628,1.6309767961502075) (1580,1.6183314323425293) (1196,1.6150290966033936) (589,1.6136164665222168) (2916,1.6077759265899658) (2858,1.5587979555130005) (1270,1.5306620597839355) (110,1.5155680179595947) (2028,1.5020297765731812) (2762,1.498586893081665) (2716,1.4848389625549316) (1240,1.475917100906372) (1197,1.4671746492385864) (780,1.4660115242004395) (356,1.4472312927246094) (1127,1.444559931755066)
82590: (589,3.403522491455078)* (2916,3.3152518272399902)* (1197,3.166111469268799) (1198,3.1322054862976074)* (1240,3.12337064743042) (1097,3.0920329093933105) (3578,3.077861785888672)* (1,3.032242774963379) (1127,3.0045745372772217) (608,2.995769500732422) (2987,2.8996551036834717) (1610,2.8739113807678223) (648,2.8620145320892334) (1291,2.8593051433563232) (2355,2.851072072982788)* (527,2.819653034210205)* (2997,2.774425983428955) (733,2.749704122543335) (592,2.7414357662200928) (2174,2.7205657958984375)
81095: (2858,2.508427619934082) (608,2.4870052337646484)* (1617,2.3275692462921143)* (858,2.266572952270508)* (2396,2.25053071975708)* (1193,2.1895389556884766)* (1394,2.1779627799987793) (1265,2.1729824542999268)* (50,2.136521339416504)* (34,2.1339080333709717) (1221,2.106306552886963)* (589,2.1059937477111816)* (1213,2.0202860832214355) (1294,2.015669345855713)* (750,2.009962797164917)* (1,2.008260488510132) (1252,2.0003433227539062)* (111,1.9856252670288086) (1240,1.9731858968734741)* (1079,1.954217553138733)
81249: (1210,2.502821207046509) (2916,2.500321626663208)* (260,2.460399866104126) (1196,2.423764228820801) (1270,2.3107635974884033) (2716,2.2714715003967285) (1197,2.1996889114379883) (356,2.186347007751465) (1573,2.179579496383667)* (1214,2.157503366470337) (1198,2.152452230453491) (1,2.148871421813965) (1200,2.146696090698242) (648,2.1462886333465576)* (1097,2.144756555557251) (2355,2.10410213470459) (3527,2.0798559188842773) (1291,2.057798147201538) (1356,2.0562543869018555)* (2987,2.054516077041626)
83519: (1196,3.3585500717163086) (260,3.3327531814575195) (608,3.1790380477905273)* (480,3.100376605987549) (1270,3.094153881072998) (1198,3.0628507137298584) (1197,3.0421299934387207) (2028,2.986924648284912)* (1097,2.976130485534668) (1580,2.93438982963562) (527,2.931588888168335)* (858,2.9136099815368652)* (2997,2.8589046001434326)* (2628,2.8517403602600098) (1240,2.8510642051696777) (1,2.8370678424835205) (2716,2.817507028579712) (1214,2.811980962753296) (541,2.8100900650024414) (2916,2.803575038909912)*
80486: (1196,3.0956625938415527) (260,3.094799518585205) (1210,3.0547244548797607) (589,2.9286653995513916) (1270,2.889024496078491) (1580,2.839268445968628)* (1198,2.8154666423797607) (1097,2.756899356842041) (2916,2.749605178833008) (356,2.732110023498535) (1240,2.701265335083008) (1265,2.6981101036071777)* (2716,2.689993381500244) (1,2.663172483444214) (1214,2.6441681385040283) (527,2.630692958831787)* (858,2.619668483734131) (457,2.5867435932159424) (1200,2.565368890762329) (2987,2.5497496128082275)
84648: (1210,2.8799045085906982)* (480,2.8670449256896973) (2858,2.8332111835479736) (1580,2.732283115386963) (2628,2.7113518714904785) (2916,2.672266721725464)* (2762,2.6586875915527344)* (1197,2.6212120056152344) (1198,2.601915121078491)* (1097,2.5615525245666504)* (1240,2.5587358474731445) (608,2.5343241691589355) (3578,2.503530979156494) (1214,2.4905662536621094) (1265,2.482677459716797) (2396,2.447098731994629) (457,2.446113109588623) (1127,2.437110424041748)* (780,2.4020135402679443) (2987,2.392573356628418)*
80695: (480,2.067927122116089) (260,2.0264906883239746) (1196,2.0088307857513428)* (589,1.9832863807678223) (2916,1.9513232707977295) (2858,1.951000452041626) (1270,1.8973283767700195) (110,1.869895339012146) (2762,1.8612852096557617) (2028,1.8574094772338867) (2716,1.8254557847976685) (1240,1.8185433149337769) (3578,1.8038805723190308) (1198,1.7999346256256104) (356,1.794250726699829) (1097,1.7818540334701538)* (780,1.773726463317871) (1127,1.762979507446289) (593,1.759174108505249) (1214,1.758598804473877)
82639: (260,2.3835740089416504)* (318,2.285386085510254) (296,2.2836194038391113)* (1198,2.2538299560546875) (1394,2.21350359916687) (1265,2.176072120666504) (50,2.1532859802246094) (1307,2.130115509033203) (924,2.1084842681884766)* (2028,2.0936832427978516) (919,2.087977886199951)* (589,2.0739336013793945) (356,2.0625951290130615) (1213,2.0526087284088135) (110,2.049726724624634)* (908,2.0488431453704834)* (2571,2.034212589263916)* (480,2.0178513526916504)* (1,1.9916921854019165)* (1079,1.9841015338897705)*
82344: (2858,3.1028432846069336)* (1196,3.0506808757781982) (260,3.0247061252593994) (1210,2.9274768829345703) (1270,2.8053066730499268) (296,2.7680556774139404) (589,2.754304885864258) (2571,2.73313045501709) (2028,2.700760841369629)* (2997,2.660249710083008) (356,2.6447055339813232) (541,2.626284122467041) (1580,2.595914840698242) (1,2.5674405097961426) (1240,2.559333324432373) (1394,2.5565524101257324) (34,2.5446600914001465) (1214,2.539072036743164) (2716,2.525094985961914)* (1193,2.515685796737671)
85328: (2858,2.262301445007324) (1196,2.159285545349121) (1617,2.1376023292541504) (593,2.1165525913238525) (318,2.0673465728759766) (527,2.061128854751587) (296,2.055797576904297) (2396,2.038057565689087) (1198,2.0188541412353516) (1394,2.0152688026428223) (1210,1.9997997283935547) (1230,1.9971710443496704)* (2997,1.9970124959945679) (541,1.991178274154663) (1225,1.9868066310882568)* (1197,1.9592647552490234) (1270,1.9525680541992188) (1265,1.9510297775268555) (1221,1.9493262767791748) (1252,1.9477587938308716)
82486: (2858,2.399197578430176) (608,2.3798675537109375) (1196,2.315603017807007) (260,2.2849297523498535) (593,2.2313222885131836) (1210,2.16928768157959)* (296,2.165071964263916) (858,2.162957191467285) (318,2.1613428592681885) (527,2.159851551055908) (2396,2.146048069000244) (2997,2.0943140983581543) (2762,2.085106372833252) (1265,2.072263479232788) (1097,2.058912515640259) (50,2.0362119674682617) (34,2.0347461700439453) (912,2.0193679332733154) (2028,2.0069079399108887) (589,2.0018200874328613)
84004: (2858,2.400514602661133) (1196,2.3360910415649414) (260,2.30967378616333) (1210,2.2114038467407227) (1198,2.1584043502807617) (296,2.155637264251709) (858,2.1404685974121094) (318,2.1395909786224365) (2396,2.138392925262451) (1270,2.130876064300537) (1197,2.1186153888702393) (2997,2.079887866973877) (1265,2.0775840282440186) (1097,2.077263355255127) (541,2.0615458488464355) (589,2.056945323944092)* (2028,2.0422093868255615)* (1394,2.037381410598755) (1193,2.032752513885498) (2571,2.0305190086364746)*
84564: (260,3.115690231323242)* (2571,3.031965494155884)* (2628,2.9548892974853516)* (2762,2.864126443862915)* (110,2.8528928756713867) (2028,2.8425111770629883) (1198,2.7937488555908203) (2716,2.76621150970459) (1097,2.7550113201141357)* (593,2.751049041748047)* (3578,2.716071844100952)* (608,2.69673490524292)* (1,2.6934151649475098) (1265,2.6633400917053223) (1127,2.6484546661376953)* (296,2.6358866691589355) (1200,2.632718086242676)* (2396,2.6155617237091064)* (527,2.5359325408935547) (1291,2.5335030555725098)
83518: (1196,3.0936942100524902) (260,3.0911459922790527) (480,2.9831061363220215)* (2571,2.925840377807617) (589,2.9227592945098877) (1197,2.8154044151306152) (1198,2.8104872703552246) (110,2.7942233085632324) (2628,2.7890233993530273) (1097,2.7513976097106934) (2916,2.7446136474609375) (296,2.7002673149108887) (1240,2.6974308490753174) (2716,2.684633255004883) (1,2.657166004180908) (1214,2.641566276550293) (527,2.620138645172119)* (858,2.6131019592285156)* (3578,2.6060452461242676) (457,2.5787367820739746)
82747: (260,3.668846607208252)* (589,3.5605766773223877)* (110,3.3668336868286133) (2028,3.3466365337371826)* (1197,3.3083932399749756) (2716,3.269426107406616) (356,3.2374396324157715) (1097,3.2326607704162598) (3578,3.2146494388580322)* (1,3.1684610843658447) (1127,3.1436877250671387) (780,3.123573064804077)* (457,3.1167643070220947)* (1265,3.1116156578063965) (2396,3.0467419624328613) (2987,3.0301437377929688) (2355,2.977632522583008) (1573,2.9592602252960205)* (2000,2.9527924060821533)* (858,2.925891399383545)*
85197: (2858,1.496778964996338) (608,1.496622085571289) (1196,1.4371659755706787) (260,1.4177073240280151) (1617,1.40195894241333) (593,1.3972009420394897) (858,1.3618814945220947) (318,1.3578002452850342) (296,1.3568029403686523) (527,1.3563605546951294) (2396,1.344578504562378) (1193,1.3372039794921875) (1394,1.3194236755371094) (2997,1.3157265186309814) (541,1.3112516403198242) (1270,1.3022332191467285) (2762,1.2937774658203125) (1265,1.2919753789901733) (1225,1.2910820245742798) (1304,1.288635015487671)
84847: (608,1.5745563507080078)* (1230,1.4992684125900269) (1617,1.4732506275177002) (1252,1.4616905450820923) (912,1.4554855823516846) (1247,1.4447760581970215) (593,1.4266700744628906) (1294,1.4204508066177368) (1196,1.4201629161834717) (858,1.4161274433135986) (1304,1.4139456748962402) (318,1.4120800495147705) (527,1.4077937602996826) (1394,1.4054408073425293) (260,1.392565369606018) (296,1.387399673461914)* (913,1.3860461711883545) (908,1.3827228546142578) (111,1.38240385055542) (923,1.3812949657440186)
84001: (608,2.781066417694092) (1196,2.75323486328125) (593,2.6289420127868652) (1210,2.6010947227478027)* (1198,2.546494483947754) (527,2.53476619720459)* (318,2.533811569213867) (2396,2.5274810791015625)* (1270,2.51080322265625) (1197,2.4975318908691406) (2762,2.4897372722625732) (1097,2.449913501739502) (541,2.4406235218048096) (1394,2.4178929328918457) (589,2.4170398712158203) (1193,2.415160655975342) (2028,2.4041202068328857) (50,2.3931241035461426) (2571,2.3834385871887207) (480,2.37886643409729)
82172: (260,1.7744896411895752) (858,1.7637131214141846)* (527,1.7523541450500488) (1394,1.731785535812378) (2396,1.726953148841858) (1304,1.7175087928771973) (1198,1.697759985923767) (2997,1.6968507766723633) (1294,1.686589241027832) (1221,1.6740367412567139) (1307,1.6643922328948975) (1210,1.656827688217163)* (908,1.6528854370117188) (50,1.6492040157318115) (1265,1.6428096294403076) (1197,1.6392712593078613) (913,1.6273961067199707) (1259,1.625899314880371) (1270,1.625343918800354) (923,1.6225074529647827)*
85011: (480,3.400428295135498)* (1580,3.2482128143310547)* (1198,2.9386351108551025) (356,2.9341869354248047)* (593,2.8625237941741943) (377,2.8238954544067383) (648,2.7705841064453125) (1610,2.7672901153564453) (2355,2.7432076930999756) (1291,2.7267813682556152) (2699,2.716881275177002) (733,2.7104580402374268) (2000,2.7049336433410645)* (3175,2.673590660095215)* (380,2.660522937774658)* (1527,2.651548385620117)* (1036,2.640056610107422)* (592,2.6201796531677246) (1374,2.620096445083618)* (858,2.5863139629364014)
83569: (2858,3.023313045501709) (260,2.9625885486602783)* (608,2.881578207015991)* (1210,2.8741493225097656) (593,2.7870736122131348) (1270,2.747760534286499) (1198,2.738558769226074) (2762,2.7180328369140625) (1197,2.7110843658447266) (589,2.7085158824920654) (296,2.692326068878174) (2571,2.6907663345336914) (1617,2.686371326446533) (2396,2.6712148189544678) (1265,2.629026412963867) (110,2.6234681606292725)* (356,2.589353084564209) (2997,2.5824317932128906) (1580,2.561525344848633) (541,2.550682306289673)
80621: (608,2.1707749366760254)* (1617,2.03539776802063)* (1196,2.0290112495422363)* (260,1.999324083328247)* (1193,1.9664380550384521)* (318,1.9636552333831787) (1394,1.9232202768325806) (1094,1.8999391794204712)* (2997,1.8944981098175049) (34,1.863938570022583)* (1259,1.8167065382003784)* (1136,1.8022031784057617)* (2289,1.765651822090149) (590,1.7189209461212158)* (356,1.7173058986663818)* (2599,1.7094039916992188) (3363,1.7024078369140625) (1179,1.6963300704956055) (1208,1.6940200328826904)* (3361,1.6853984594345093)
82850: (1196,3.587958812713623)* (589,3.392942190170288)* (608,3.2564098834991455) (2028,3.2455897331237793)* (2716,3.1143414974212646)* (1214,3.0640809535980225)* (318,3.0156991481781006)* (2997,2.9685823917388916) (2355,2.795518159866333) (34,2.7802748680114746) (1968,2.7534618377685547)* (3114,2.7176737785339355) (1721,2.6903300285339355) (3418,2.650790214538574) (1374,2.6345748901367188) (1221,2.6339128017425537)* (1923,2.6235241889953613) (2406,2.6133933067321777)* (1073,2.5789499282836914)* (1704,2.5775513648986816)
82860: (1210,3.776801109313965)* (480,3.7644402980804443)* (2858,3.710651397705078)* (2628,3.5640854835510254)* (2916,3.511043071746826)* (110,3.4621987342834473) (593,3.3643720149993896)* (1240,3.3550665378570557) (608,3.3121654987335205) (3578,3.281320571899414) (1,3.2715277671813965)* (1214,3.262486696243286) (1127,3.1972270011901855) (2987,3.1288933753967285) (377,3.109900951385498) (527,3.106893539428711) (1617,3.0701818466186523) (648,3.0359930992126465) (541,2.9797654151916504) (1573,2.979382038116455)
81200: (1196,3.5616683959960938) (260,3.538574695587158) (1210,3.450056314468384)* (608,3.3917341232299805) (593,3.3006391525268555) (480,3.285437822341919) (589,3.2644782066345215) (1198,3.2586569786071777) (2762,3.252173900604248) (2571,3.250617504119873) (1197,3.2368080615997314)* (296,3.1843276023864746) (2028,3.1762475967407227)* (1097,3.1652841567993164) (1617,3.1559224128723145) (527,3.1252193450927734) (318,3.1174583435058594) (858,3.1155941486358643) (1580,3.109126567840576)* (1240,3.026714324951172)
82579: (1196,2.1742968559265137) (260,2.1669392585754395) (1210,2.1219754219055176)* (608,2.0461955070495605) (480,2.0414061546325684) (589,2.01942777633667) (1270,2.018587589263916) (2571,2.013341188430786) (593,2.008467674255371) (2762,1.9976587295532227) (1198,1.989156723022461) (1197,1.982951283454895) (2028,1.9559082984924316) (110,1.9426158666610718) (1097,1.938422679901123) (296,1.9366942644119263) (1580,1.9360735416412354) (356,1.910118579864502) (1617,1.9071197509765625) (527,1.8930068016052246)
82686: (260,3.035820722579956) (480,2.900631904602051) (2571,2.8528170585632324) (589,2.852477788925171) (2762,2.7896409034729004) (593,2.7719526290893555)* (1198,2.7667531967163086) (1580,2.7534022331237793) (1097,2.7036657333374023) (2628,2.7016375064849854) (356,2.670175313949585) (2916,2.658456802368164) (1240,2.6351511478424072) (1,2.6009089946746826) (858,2.5856049060821533) (1214,2.5840511322021484) (3578,2.5318920612335205) (457,2.51837158203125) (1200,2.4967827796936035)* (541,2.4938037395477295)
83122: (1196,3.3546853065490723) (260,3.3297948837280273) (1210,3.2366204261779785) (608,3.2253201007843018) (593,3.1243135929107666) (1198,3.0757322311401367) (480,3.063187599182129) (2762,3.0588417053222656) (589,3.0551159381866455) (1197,3.047725200653076)* (2571,3.0383875370025635) (296,3.017364263534546) (1617,3.0038652420043945) (2396,2.9955925941467285)* (1097,2.982100009918213) (2028,2.981821060180664) (318,2.9611592292785645) (858,2.9591426849365234) (110,2.954987049102783) (1265,2.9523961544036865)
79596: (2858,3.587864875793457) (2571,3.4097936153411865)* (589,3.40366268157959)* (2762,3.311802387237549) (1580,3.2984089851379395)* (608,3.2844767570495605) (1197,3.2774171829223633)* (1198,3.2741916179656982) (593,3.2663748264312744)* (2028,3.2589423656463623) (110,3.253296375274658) (2628,3.2462778091430664) (1097,3.2039217948913574) (2916,3.1951851844787598) (296,3.1417641639709473) (1,3.0912232398986816) (1214,3.0733389854431152) (527,3.057285785675049) (858,3.0357229709625244) (3578,3.0276846885681152)
84388: (260,3.0012266635894775) (608,2.9662179946899414)* (593,2.846374273300171)* (1198,2.7879385948181152)* (1617,2.764944076538086)* (296,2.753530979156494) (589,2.724543809890747) (527,2.7221620082855225) (318,2.7168636322021484) (480,2.7138185501098633) (858,2.7125062942504883) (2571,2.70219349861145) (1097,2.6952786445617676)* (1265,2.679975748062134) (2028,2.676797866821289) (110,2.646313428878784) (356,2.621270179748535) (50,2.578367233276367) (1259,2.57202410697937) (1580,2.5614001750946045)
80586: (1196,2.598991870880127) (260,2.5688018798828125) (1210,2.4661026000976562) (1198,2.4018805027008057) (2396,2.3776965141296387) (1270,2.3769593238830566) (858,2.3743069171905518) (1197,2.3615880012512207) (1265,2.315020799636841)* (1097,2.314422369003296) (2997,2.3116631507873535)* (541,2.286299228668213) (2571,2.273937702178955) (1394,2.256810188293457) (50,2.249636650085449) (110,2.2473134994506836) (1259,2.2364256381988525) (924,2.187490940093994) (1221,2.178969621658325) (1307,2.1769678592681885)
85249: (2858,2.3648810386657715) (608,2.3451013565063477) (1196,2.2824954986572266) (260,2.2521846294403076)* (1210,2.1397836208343506) (296,2.1364433765411377) (858,2.133089780807495) (318,2.1325201988220215) (1198,2.120490550994873) (1270,2.0746939182281494)* (2997,2.067526340484619) (1193,2.0643954277038574) (2762,2.056975841522217) (541,2.05330753326416) (1394,2.0516469478607178) (1097,2.0318875312805176) (34,2.0069046020507812) (1259,1.991905689239502) (1221,1.9840806722640991) (1225,1.983208179473877)
80142: (2858,2.600158452987671)* (1196,2.5493361949920654) (260,2.5272789001464844) (608,2.5026373863220215) (1210,2.4438107013702393) (593,2.404184579849243) (1198,2.3496673107147217) (1270,2.3457751274108887) (1197,2.321967601776123) (2396,2.3107595443725586)* (589,2.296030282974243) (527,2.295140027999878) (858,2.293301582336426) (480,2.2879481315612793) (1097,2.27225399017334) (2028,2.2586936950683594) (110,2.2314229011535645) (541,2.208976984024048) (1580,2.1597728729248047) (1394,2.158498525619507)
79655: (2571,3.250375270843506)* (1270,3.226235866546631)* (608,3.1926794052124023)* (593,3.1654815673828125)* (1197,3.153985023498535)* (1580,3.1403369903564453) (110,3.116227626800537) (296,3.0455222129821777)* (356,3.0452802181243896)* (2916,3.0297842025756836)* (2396,3.0210466384887695)* (2716,2.98871111869812)* (1,2.9685025215148926)* (858,2.9553966522216797)* (1259,2.845820188522339) (1291,2.752063751220703)* (34,2.7303056716918945) (2174,2.7126617431640625)* (377,2.712223529815674) (2791,2.69455623626709)*
81261: (1196,2.6195523738861084) (2858,2.618194580078125)* (260,2.6068172454833984)* (1210,2.5613865852355957)* (480,2.470639228820801) (589,2.43703031539917) (2571,2.43557071685791) (608,2.4288506507873535) (1270,2.4247872829437256) (2762,2.394684314727783) (593,2.3888609409332275) (1198,2.383491039276123) (1197,2.374685764312744) (2028,2.347841501235962) (1580,2.3434500694274902) (110,2.33864164352417) (1097,2.3232412338256836) (296,2.3030147552490234) (2628,2.2932181358337402) (356,2.2880001068115234)
85255: (1196,3.882889747619629)* (480,3.8670778274536133)* (2858,3.8089871406555176)* (589,3.745255947113037)* (1270,3.631777286529541) (2762,3.575639247894287) (1198,3.4967801570892334)* (1097,3.440922498703003)* (3578,3.3642966747283936) (1214,3.347557544708252)* (1265,3.327876329421997) (457,3.2839765548706055)* (2396,3.2789602279663086) (1200,3.2720978260040283)* (527,3.1882786750793457) (1291,3.146911144256592)* (1617,3.1431989669799805) (2997,3.1247382164001465) (2355,3.1133272647857666) (50,3.0490469932556152)
83024: (480,2.226963758468628) (1580,2.1387925148010254) (1210,2.117206335067749) (589,2.0946669578552246) (260,2.0697152614593506) (1196,2.030468702316284) (780,1.9841092824935913) (110,1.946997880935669) (1270,1.9437241554260254) (3578,1.9342435598373413) (2858,1.9230027198791504) (2699,1.9201475381851196) (2028,1.9185354709625244) (1127,1.9114935398101807) (1240,1.9105594158172607) (2762,1.8934574127197266) (733,1.8906222581863403) (1573,1.8865770101547241) (380,1.8613460063934326) (1527,1.8506256341934204)
83138: (260,2.261075258255005) (593,2.194840908050537)* (1617,2.1697001457214355) (1210,2.1615753173828125) (1198,2.121792793273926) (858,2.1181793212890625) (2396,2.1105668544769287) (1270,2.090289831161499) (1197,2.0815024375915527) (2762,2.074026584625244) (2997,2.0555579662323) (1265,2.047013282775879) (1097,2.0400924682617188) (541,2.0378050804138184) (1193,2.0235493183135986) (1394,2.022556781768799) (589,2.0094714164733887) (50,2.0019278526306152) (34,1.9909229278564453) (1259,1.9863507747650146)
83297: (480,2.5472540855407715) (260,2.5425641536712646) (1210,2.5407936573028564)* (1196,2.529049873352051) (2571,2.478762149810791) (589,2.4625768661499023) (1580,2.430206537246704) (2628,2.42069673538208) (2916,2.386821746826172) (1270,2.3791234493255615) (2762,2.3375768661499023) (110,2.3321402072906494) (2028,2.3237802982330322) (1197,2.300682783126831) (1198,2.2785425186157227) (2716,2.263880729675293) (1240,2.26206636428833) (1097,2.2482547760009766) (593,2.243191719055176) (3578,2.2240734100341797)
81747: (2571,2.203425884246826) (589,2.1826658248901367)* (2628,2.1737616062164307) (1580,2.170393705368042) (2858,2.149474620819092) (2916,2.1444544792175293) (1270,2.087714195251465) (2028,2.0427870750427246) (1197,2.010335922241211) (1240,2.001509428024292)* (3578,1.9790494441986084) (356,1.9737980365753174) (1097,1.9632551670074463) (780,1.9426440000534058) (1127,1.9373618364334106) (593,1.9365978240966797) (1,1.9343668222427368) (457,1.9095792770385742) (377,1.88605535030365) (1265,1.8845869302749634)
82625: (608,1.4018545150756836) (2858,1.351689100265503) (1230,1.3423192501068115) (1617,1.310594081878662) (1252,1.308800458908081) (912,1.2997909784317017) (1193,1.2952675819396973) (1094,1.2935583591461182) (1247,1.2916241884231567) (1225,1.2743756771087646) (593,1.2701783180236816) (1196,1.265331745147705) (1294,1.264174461364746)* (858,1.2605674266815186)* (1304,1.2589648962020874) (318,1.2553889751434326) (527,1.2517071962356567) (913,1.242497205734253) (260,1.2415578365325928) (923,1.2376207113265991)
84021: (480,2.698509931564331) (1210,2.656342029571533) (2571,2.613278388977051) (589,2.587470054626465) (2628,2.583202362060547) (1580,2.576688528060913) (2916,2.548056125640869) (2858,2.5415878295898438) (110,2.4393486976623535) (2028,2.421163558959961) (1197,2.3792672157287598) (2716,2.3791279792785645) (3578,2.3480732440948486) (356,2.337815046310425) (780,2.310529947280884) (1127,2.2999415397644043) (1214,2.2925868034362793) (1,2.291682720184326) (593,2.289353847503662) (457,2.263002634048462)
83313: (260,2.9622719287872314) (2858,2.934715747833252) (480,2.880753517150879) (2571,2.821620464324951) (589,2.8132505416870117) (1270,2.763503074645996) (1580,2.7391128540039062) (2762,2.7232747077941895) (2628,2.7044811248779297) (110,2.6835930347442627)* (2916,2.6611833572387695) (1097,2.629502773284912) (356,2.6099154949188232) (1240,2.5939979553222656) (296,2.5658583641052246) (1265,2.5639867782592773) (1,2.546546220779419) (2396,2.5457370281219482) (1214,2.5339102745056152) (3578,2.512808322906494)
81700: (1196,2.92382550239563) (608,2.8981635570526123)* (1210,2.7854723930358887) (1198,2.6968870162963867) (1270,2.6803512573242188) (1197,2.656975269317627) (527,2.653043270111084)* (589,2.6094040870666504) (480,2.5869174003601074) (541,2.55224609375) (356,2.5266549587249756) (50,2.5129311084747314) (1394,2.5049400329589844) (34,2.4801738262176514) (1,2.448585271835327) (924,2.4411096572875977) (1580,2.439565896987915) (1240,2.43009614944458) (1221,2.4188473224639893) (1214,2.4187090396881104)
80617: (2858,1.695314884185791) (1196,1.6736334562301636) (260,1.6638447046279907) (1210,1.6174275875091553) (608,1.6105095148086548) (593,1.563399076461792) (1270,1.5451502799987793) (1198,1.5367482900619507) (480,1.534196138381958) (2762,1.5295400619506836) (589,1.5278682708740234) (1197,1.5247392654418945) (2571,1.5177457332611084) (296,1.5090982913970947) (1617,1.5028300285339355) (2396,1.4983367919921875) (2028,1.4927223920822144) (1097,1.4918205738067627) (858,1.482109546661377) (527,1.4808311462402344)
