userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.7587850093841553) (2571,2.704293727874756) (260,2.6914567947387695) (589,2.681854248046875) (1196,2.6773288249969482) (2858,2.655289888381958) (2916,2.645723342895508) (1580,2.6338887214660645) (1270,2.5539801120758057) (2762,2.5181007385253906) (1197,2.4813919067382812) (2716,2.4765515327453613) (3578,2.451266050338745) (593,2.4204559326171875) (1265,2.4096245765686035) (1240,2.4058146476745605) (1097,2.383277416229248) (457,2.3805959224700928) (377,2.353505849838257) (2396,2.3477606773376465)
82949: (1196,3.0815210342407227) (260,3.053853750228882) (1210,2.9435834884643555) (480,2.903704881668091)* (589,2.8976502418518066) (2571,2.87658953666687) (593,2.843688488006592) (608,2.8331732749938965) (1197,2.819807529449463) (2028,2.8030343055725098) (1198,2.7995846271514893) (2762,2.778855323791504) (2396,2.7414841651916504) (1097,2.7383134365081787) (1580,2.7371883392333984) (1265,2.7281041145324707) (2628,2.710958957672119)* (2916,2.708651542663574) (296,2.7068638801574707) (1240,2.6760196685791016)
84456: (608,2.9400269985198975) (593,2.871774196624756) (1270,2.8426122665405273)* (1617,2.7476353645324707) (296,2.7249512672424316) (527,2.719524621963501) (2571,2.718533515930176) (858,2.7155332565307617) (2028,2.7128443717956543) (2762,2.692241668701172) (1265,2.6904475688934326) (318,2.6876707077026367) (110,2.670964002609253) (541,2.659001111984253) (2997,2.632164478302002) (1240,2.607743263244629) (1214,2.593663215637207) (50,2.572624683380127) (34,2.5483837127685547)* (924,2.5479888916015625)*
81470: (480,1.7044156789779663) (2571,1.6584961414337158) (2916,1.6510554552078247) (2628,1.6445846557617188) (589,1.6364099979400635) (1580,1.6339925527572632) (260,1.6184247732162476) (1210,1.612236499786377) (1196,1.6002771854400635) (2858,1.5764416456222534) (110,1.550966739654541) (2028,1.5422132015228271) (1270,1.5386905670166016)* (2762,1.5285706520080566) (780,1.519097089767456) (2716,1.5164225101470947) (3578,1.5126286745071411) (1197,1.4902708530426025) (356,1.483720064163208) (377,1.4727728366851807)
82331: (1196,2.4489731788635254) (2858,2.4369993209838867) (260,2.433471202850342) (1210,2.3581948280334473) (480,2.3550920486450195)* (2571,2.3267579078674316) (1270,2.2990643978118896) (2028,2.2484397888183594)* (593,2.24527645111084) (2762,2.227695941925049) (608,2.217252254486084) (1198,2.214437961578369) (2628,2.2113380432128906) (2916,2.2107295989990234) (1097,2.1737871170043945) (2396,2.1685118675231934) (2716,2.1444947719573975) (356,2.141347885131836) (1240,2.141138792037964) (296,2.139172077178955)
84163: (2858,2.379274606704712)* (1196,2.3692455291748047) (260,2.330169200897217) (608,2.261593818664551)* (1210,2.2148661613464355) (1270,2.196381092071533) (1198,2.172269344329834) (1197,2.157580852508545) (589,2.1543049812316895) (2396,2.13529634475708)* (480,2.122676134109497) (296,2.1114487648010254)* (1097,2.1050827503204346) (527,2.096412181854248) (858,2.0865583419799805)* (1265,2.0834217071533203)* (110,2.0785117149353027)* (541,2.0411202907562256) (1240,2.019178867340088) (1214,2.000509023666382)
82128: (1196,2.972219467163086)* (1210,2.73964262008667) (1270,2.731710910797119)* (1617,2.7099714279174805)* (1197,2.687832832336426) (296,2.6455860137939453)* (1265,2.5850536823272705) (2997,2.5618767738342285)* (480,2.556297779083252) (110,2.53578519821167)* (1394,2.5298192501068115)* (924,2.5215396881103516) (1259,2.507507085800171) (34,2.4916961193084717) (919,2.4487462043762207)* (912,2.4362754821777344) (1,2.4175949096679688) (2716,2.39254093170166) (1225,2.3901710510253906) (1307,2.3900351524353027)
84547: (2858,3.2204384803771973) (608,3.0123682022094727) (593,2.9886977672576904) (480,2.965167760848999) (1197,2.941495895385742) (1198,2.9376392364501953) (2028,2.898104190826416) (2396,2.8777413368225098) (2762,2.8726115226745605) (110,2.864016532897949) (1265,2.8414573669433594) (296,2.840719699859619) (527,2.8094141483306885) (1617,2.8083486557006836) (1580,2.7825937271118164) (318,2.7805566787719727) (858,2.7752528190612793) (356,2.7506937980651855) (2628,2.7471179962158203) (2916,2.743619441986084)
82091: (1196,1.7288877964019775) (260,1.725258708000183) (480,1.692774772644043) (1210,1.6801995038986206) (589,1.6682003736495972) (2571,1.6629173755645752) (1270,1.635847806930542) (1580,1.6061608791351318) (2916,1.6037346124649048) (2028,1.5987054109573364) (2628,1.5980643033981323) (2762,1.584749460220337) (593,1.5800065994262695) (1198,1.5622438192367554) (608,1.5426714420318604) (1265,1.5409331321716309) (2716,1.540700912475586) (356,1.5305681228637695) (1240,1.5273010730743408) (2396,1.521175503730774)
83648: (2858,2.423208236694336) (260,2.373462677001953) (608,2.325688362121582) (593,2.264357566833496) (1210,2.248014450073242) (1270,2.233996868133545) (1198,2.2176992893218994) (1197,2.1955723762512207) (2396,2.173644542694092) (589,2.16763973236084) (858,2.1494362354278564) (296,2.148909568786621) (1097,2.144958972930908) (480,2.129344940185547) (2571,2.1253061294555664) (318,2.1222500801086426) (1265,2.1145517826080322) (2762,2.112642288208008) (541,2.1062779426574707) (2997,2.0768003463745117)
84932: (1270,3.0026700496673584)* (1097,2.879835605621338) (480,2.879396915435791)* (527,2.875966787338257) (2762,2.845489501953125)* (110,2.8232321739196777)* (1259,2.7151708602905273) (356,2.713724136352539) (1394,2.693385362625122)* (1,2.6849894523620605) (1136,2.653918743133545)* (1193,2.6385159492492676) (2628,2.6326956748962402) (1221,2.6296005249023438)* (2916,2.628401756286621)* (919,2.6239006519317627) (457,2.59488582611084)* (2174,2.5617523193359375) (2797,2.535526752471924) (912,2.5249271392822266)*
83094: (1196,2.63743257522583) (2858,2.627518892288208)* (260,2.6228926181793213) (480,2.5441315174102783)* (1210,2.542668342590332) (589,2.5209035873413086) (2571,2.5123298168182373) (1270,2.4807705879211426) (2028,2.428950548171997) (593,2.4234631061553955)* (1197,2.423369884490967) (110,2.4126362800598145) (1580,2.4052984714508057) (2762,2.4048094749450684) (2628,2.390928268432617) (2916,2.390483856201172) (1198,2.3896517753601074) (608,2.387117385864258) (1265,2.345810651779175) (1097,2.3450193405151367)
83448: (589,2.579379081726074)* (1210,2.5684609413146973)* (2916,2.511702299118042) (2628,2.5104594230651855) (1580,2.5097644329071045) (1270,2.482619047164917) (110,2.4583168029785156)* (1197,2.4171557426452637) (593,2.378960609436035)* (1198,2.354505777359009) (1265,2.3461766242980957) (3578,2.3385252952575684) (1097,2.3287646770477295) (1,2.3179030418395996) (2396,2.3042733669281006) (608,2.291665554046631) (296,2.270494222640991)* (1127,2.2453417778015137) (377,2.2341971397399902) (1214,2.223536729812622)*
81916: (1196,2.1763861179351807) (260,2.130192279815674) (593,2.045259475708008) (1210,2.0099947452545166) (1270,2.0031065940856934) (1198,1.9988017082214355) (1617,1.9797136783599854) (1197,1.9708011150360107) (2396,1.961071491241455) (858,1.955884337425232) (527,1.9453951120376587) (296,1.9382659196853638) (1097,1.9283990859985352) (589,1.928031325340271) (318,1.920905351638794) (541,1.9175134897232056) (2028,1.8976564407348633) (1265,1.8973103761672974) (2762,1.885976791381836) (2571,1.884695291519165)
79627: (608,2.017832040786743) (1196,2.0068650245666504) (260,1.9470438957214355) (593,1.902714490890503) (1617,1.8904109001159668) (858,1.8702166080474854) (1198,1.849797010421753) (541,1.8401472568511963) (527,1.8265323638916016) (1270,1.8223559856414795) (2396,1.8133540153503418) (1210,1.8099310398101807) (912,1.8041317462921143) (318,1.7994027137756348) (1193,1.7992520332336426) (1197,1.7990918159484863) (296,1.792212724685669) (1394,1.7899370193481445) (1304,1.7750470638275146) (1221,1.7738208770751953)
80492: (1196,2.5581259727478027) (1210,2.390918731689453) (593,2.38572359085083) (1270,2.366912364959717) (1198,2.339433193206787) (1197,2.3239963054656982) (589,2.3155291080474854) (2396,2.292734146118164) (2571,2.2761244773864746) (1617,2.275094747543335) (1097,2.2684082984924316) (296,2.265927791595459) (2028,2.2631001472473145) (527,2.253866672515869)* (2762,2.2491860389709473) (110,2.2320680618286133) (318,2.2307183742523193)* (541,2.2005841732025146) (1240,2.175419807434082) (356,2.1447205543518066)
82448: (1196,3.3366432189941406)* (1210,3.243788719177246)* (1580,3.112680435180664)* (2916,3.1037449836730957)* (2028,3.101775646209717) (608,2.9799280166625977) (1265,2.9786949157714844)* (1097,2.9712133407592773)* (356,2.962303638458252) (1127,2.800276756286621) (780,2.7882156372070312) (2997,2.786773204803467) (858,2.739114761352539) (50,2.730377435684204)* (3175,2.6357839107513428)* (1387,2.6125195026397705) (2791,2.612186908721924) (3114,2.602370262145996) (1721,2.5689542293548584) (1968,2.5550038814544678)*
84739: (1196,3.0249907970428467)* (260,2.9992170333862305) (1210,2.8968169689178467) (589,2.8563640117645264) (2571,2.840233087539673) (1270,2.8303661346435547) (593,2.7814202308654785) (1197,2.765454053878784) (2028,2.758636474609375) (1198,2.7407596111297607) (1580,2.7045845985412598) (2628,2.682196855545044) (2916,2.679936647415161) (1265,2.677027463912964) (296,2.647505760192871) (1240,2.628901720046997) (356,2.6237173080444336) (2716,2.6214120388031006) (527,2.5937044620513916) (1,2.5874574184417725)
79449: (1196,2.6202492713928223) (260,2.5734291076660156) (608,2.509533405303955) (593,2.4534645080566406) (1210,2.44242000579834) (1198,2.4029927253723145) (1197,2.382485866546631) (589,2.366542339324951) (1617,2.3479599952697754) (480,2.328010082244873) (2571,2.323946475982666) (527,2.323131561279297) (2028,2.3199567794799805) (858,2.318678855895996) (2762,2.30037784576416) (1265,2.2981605529785156) (318,2.297049045562744) (110,2.283905506134033) (541,2.2688663005828857) (1214,2.2115304470062256)
85060: (1196,2.5702567100524902) (260,2.529703378677368) (608,2.437264919281006) (1210,2.410905599594116) (593,2.395714044570923) (1270,2.3834023475646973) (1198,2.348674774169922) (589,2.3401854038238525) (1197,2.3381149768829346) (480,2.3127288818359375) (2571,2.3031563758850098) (2028,2.2849173545837402) (1097,2.281404495239258) (296,2.2758617401123047) (2762,2.2691330909729004) (527,2.261594295501709) (1265,2.2570114135742188)* (110,2.2543888092041016) (858,2.248137950897217) (318,2.237410545349121)
84746: (260,2.9947309494018555) (1196,2.992043972015381) (2571,2.9599123001098633)* (1210,2.935178756713867) (1270,2.836430072784424) (2028,2.815065860748291) (110,2.807260036468506) (1197,2.761101484298706) (593,2.7189111709594727) (2716,2.7145562171936035) (1198,2.6905837059020996) (356,2.688953161239624) (1265,2.680591583251953) (1240,2.6622154712677) (1097,2.660541534423828) (1,2.6461665630340576) (2396,2.6358797550201416) (608,2.6235733032226562) (457,2.614457130432129) (296,2.5966503620147705)
84499: (1196,1.8566615581512451) (260,1.8528237342834473) (2858,1.8504408597946167) (480,1.8299144506454468) (1210,1.8066831827163696)* (2571,1.8036530017852783) (589,1.8029218912124634) (1270,1.7548333406448364) (1580,1.7377959489822388) (2628,1.732285737991333) (2916,1.7319371700286865) (2028,1.7313954830169678) (110,1.7230629920959473) (1197,1.7120918035507202) (2762,1.711838960647583) (593,1.699669599533081) (1198,1.6767622232437134) (2716,1.6601202487945557) (1265,1.6598032712936401) (608,1.6545615196228027)
79362: (480,3.459543466567993)* (589,3.3763091564178467) (1210,3.352132797241211)* (2628,3.3057022094726562) (1270,3.232400894165039) (2762,3.1796164512634277)* (1197,3.143594264984131) (2716,3.115515947341919) (593,3.0842440128326416)* (1265,3.0525825023651123)* (1240,3.039340019226074) (1,3.0269713401794434) (1097,3.0257863998413086) (457,2.9969491958618164)* (608,2.954036235809326) (1127,2.9425208568573) (377,2.9400737285614014) (1214,2.8877601623535156) (2355,2.869703769683838) (1573,2.859990119934082)
83458: (2858,2.7140486240386963) (260,2.6664235591888428) (608,2.5798096656799316) (593,2.531069755554199) (1270,2.5111966133117676) (1198,2.4803519248962402) (1197,2.464789390563965) (589,2.4604780673980713) (2396,2.4323740005493164) (480,2.426269769668579) (2571,2.418736457824707) (1617,2.411064624786377) (2028,2.406172752380371)* (1097,2.4054789543151855) (296,2.404167652130127) (2762,2.386333465576172) (858,2.38104248046875) (1265,2.378964900970459) (318,2.3657150268554688) (541,2.3298511505126953)
84204: (1196,3.645097255706787) (2858,3.6273555755615234) (480,3.6223862171173096)* (2571,3.570918083190918)* (1210,3.556640148162842) (1270,3.4427216053009033) (110,3.3915419578552246)* (1197,3.35176944732666) (1198,3.2795910835266113) (2716,3.271362781524658) (1265,3.2548699378967285) (356,3.249908685684204) (1097,3.237856149673462) (1240,3.2255940437316895) (2396,3.2147209644317627) (3578,3.199571132659912) (1,3.1974873542785645) (296,3.1668739318847656) (1214,3.0798614025115967) (1127,3.075301170349121)
82771: (1196,2.9446752071380615) (2858,2.931885242462158) (2571,2.8739371299743652) (1210,2.868941307067871) (1270,2.7844505310058594) (2628,2.76188588142395) (110,2.739853858947754) (1197,2.714763879776001) (593,2.692716598510742)* (1198,2.6602370738983154) (2716,2.6421422958374023) (1265,2.6345133781433105) (356,2.627060890197754)* (1097,2.621978759765625)* (608,2.6203725337982178) (2396,2.60862398147583) (1240,2.606919050216675) (1,2.584918975830078) (3578,2.582663059234619) (296,2.570915460586548)*
81132: (480,1.9377944469451904) (2571,1.8908801078796387) (2916,1.8737835884094238) (2628,1.8683589696884155)* (589,1.863510251045227) (1580,1.8557192087173462) (260,1.8430209159851074)* (1210,1.8333631753921509) (1196,1.8251672983169556) (2858,1.8054434061050415) (2028,1.7611403465270996) (1270,1.7494240999221802) (2762,1.7412365674972534) (2716,1.7251923084259033) (780,1.7210044860839844) (1197,1.6959679126739502) (356,1.689960241317749) (377,1.671252727508545) (1,1.6609771251678467) (1573,1.660831332206726)
80088: (480,1.228978157043457) (2916,1.2257192134857178) (2628,1.2130903005599976) (1580,1.1931016445159912) (380,1.1915981769561768) (316,1.1820405721664429) (2571,1.1775681972503662) (2699,1.1757442951202393) (1917,1.1743454933166504) (733,1.1611948013305664) (780,1.1503050327301025) (589,1.1417275667190552) (1573,1.1368507146835327) (1544,1.1167458295822144) (2617,1.1102153062820435) (1210,1.1037958860397339) (1377,1.094327688217163) (3578,1.090989589691162) (153,1.0904794931411743) (377,1.0893404483795166)
83248: (480,2.539158821105957) (2571,2.4865942001342773) (260,2.4785709381103516) (589,2.4677886962890625) (1196,2.4656567573547363) (1210,2.445366859436035) (2916,2.435323476791382) (1580,2.4247348308563232) (1270,2.351311445236206) (110,2.346342086791992) (2028,2.3443474769592285) (2762,2.31970477104187) (1197,2.284977912902832)* (2716,2.279442071914673) (3578,2.2554450035095215) (356,2.2461259365081787) (593,2.228010654449463) (1265,2.218338966369629) (780,2.217350482940674) (1240,2.2149078845977783)
84107: (1196,2.434706926345825) (2858,2.426738739013672)* (260,2.4162518978118896) (589,2.3060967922210693) (2571,2.2942867279052734) (1270,2.283163070678711) (593,2.2427661418914795) (1197,2.2322921752929688) (2028,2.2274017333984375) (608,2.2237770557403564) (110,2.2102367877960205) (1198,2.210052967071533) (1580,2.18911075592041) (2628,2.1722235679626465) (2916,2.1694273948669434) (2396,2.165091037750244) (1097,2.1646761894226074) (1265,2.1606030464172363) (296,2.1369264125823975) (1240,2.1227338314056396)
80141: (2858,2.633500337600708)* (1196,2.62801456451416) (260,2.57065749168396) (608,2.5603203773498535) (593,2.4696106910705566) (1210,2.422412157058716) (1270,2.415884494781494) (1198,2.4124622344970703) (1617,2.3957247734069824) (858,2.367055892944336) (2396,2.3668761253356934) (527,2.3524107933044434) (296,2.3393256664276123) (1097,2.3259477615356445) (541,2.3234758377075195) (318,2.321197032928467) (589,2.3178114891052246) (2028,2.2827413082122803) (2762,2.269655227661133) (2997,2.265427350997925)*
81106: (589,2.3321187496185303) (1210,2.2743465900421143) (1196,2.2367281913757324) (2858,2.2044124603271484)* (3578,2.1796188354492188)* (2716,2.1632282733917236) (2762,2.162677526473999) (733,2.123371124267578) (377,2.1226398944854736) (2699,2.1094632148742676) (356,2.107015609741211)* (1197,2.091386318206787) (1127,2.0713183879852295) (2355,2.064728260040283) (1610,2.0561258792877197) (1265,2.0327587127685547)* (2710,2.028825044631958) (1544,2.013033151626587) (1097,1.9926888942718506) (593,1.9906283617019653)
83996: (608,1.7967090606689453) (2858,1.7565116882324219) (1196,1.7446503639221191) (1230,1.6854106187820435) (1617,1.6845953464508057) (260,1.6834228038787842) (858,1.6676830053329468) (1294,1.667575478553772) (593,1.6666465997695923) (1252,1.6444357633590698) (541,1.6423158645629883) (1193,1.6364421844482422) (1304,1.633520483970642) (1247,1.6161397695541382) (1198,1.6141810417175293) (1394,1.6090095043182373) (1225,1.6069839000701904) (1221,1.6052966117858887) (908,1.5975521802902222) (924,1.590096116065979)
80785: (480,2.3766865730285645) (2571,2.320207357406616) (2916,2.297452449798584) (2628,2.2931437492370605) (589,2.2910189628601074) (1580,2.276412010192871) (260,2.266798257827759) (1210,2.253091812133789) (1196,2.2449142932891846) (110,2.1710808277130127) (2028,2.1634249687194824) (2762,2.1373000144958496) (2716,2.1181633472442627) (3578,2.11360502243042) (780,2.09987735748291) (1197,2.0858983993530273) (356,2.0745182037353516) (377,2.042904853820801) (1,2.040341854095459) (1240,2.03482723236084)
79991: (1196,2.097170352935791)* (1210,1.9950495958328247)* (480,1.958198070526123) (608,1.9474352598190308) (593,1.9463138580322266) (1197,1.9200130701065063) (1198,1.911661148071289) (2028,1.9046515226364136) (2762,1.8857084512710571) (2396,1.8778834342956543)* (1097,1.8648982048034668) (1265,1.8578906059265137) (296,1.8528507947921753) (1580,1.84391188621521) (2628,1.8225317001342773) (527,1.822508454322815) (1617,1.815641164779663) (1240,1.8145225048065186)* (356,1.808725357055664) (318,1.806872844696045)
80193: (2858,2.6888134479522705)* (1270,2.5141525268554688)* (2571,2.473635673522949)* (1197,2.463742256164551) (2028,2.429046630859375) (2762,2.4089386463165283)* (2396,2.4061827659606934) (110,2.4051759243011475) (1265,2.378626585006714)* (1580,2.3442602157592773) (527,2.340266227722168) (1617,2.3398544788360596) (318,2.3214261531829834) (858,2.315080165863037)* (2628,2.314716339111328) (2916,2.313086986541748) (356,2.309937000274658)* (2716,2.2972660064697266)* (2997,2.287102699279785) (1214,2.283719539642334)*
80585: (1196,2.684657573699951) (260,2.6421942710876465) (608,2.5451951026916504) (1210,2.5187442302703857) (593,2.5031583309173584) (1270,2.489062786102295) (1198,2.454930305480957) (589,2.449557304382324) (1197,2.4433388710021973) (480,2.4215149879455566) (2571,2.4147543907165527) (2396,2.4094817638397217)* (2028,2.394497871398926) (1097,2.382807493209839) (296,2.380053997039795) (1617,2.3767337799072266) (2762,2.3737826347351074)* (527,2.3668975830078125) (1265,2.3606791496276855) (110,2.360297203063965)
83107: (260,2.9860239028930664)* (593,2.842456340789795) (589,2.7362704277038574) (2396,2.726449728012085)* (527,2.6872124671936035)* (2571,2.682973623275757) (541,2.6352455615997314)* (2997,2.6018965244293213) (50,2.545239210128784)* (356,2.5378706455230713)* (1394,2.522087812423706) (1136,2.483220100402832) (1193,2.4724481105804443)* (2628,2.462587594985962) (2916,2.459855556488037)* (2791,2.4185359477996826) (1387,2.402555465698242)* (1307,2.3984689712524414) (912,2.3732409477233887) (3578,2.3378939628601074)*
81656: (2858,2.4622855186462402) (1196,2.459395408630371)* (260,2.416973829269409) (593,2.3020756244659424)* (1270,2.2769155502319336) (1198,2.254030227661133) (1197,2.2364394664764404) (589,2.218285083770752) (1617,2.2020246982574463) (296,2.184034585952759) (480,2.1811416149139404) (858,2.1772918701171875)* (2571,2.1753804683685303) (2762,2.1568896770477295) (1265,2.1565449237823486) (110,2.139423370361328) (541,2.13314151763916) (2997,2.1089227199554443) (1240,2.089695692062378) (1214,2.080861806869507)
83612: (2858,3.225606918334961) (480,3.154649257659912)* (2571,3.1112687587738037) (1270,3.0584027767181396) (2028,2.9984047412872314) (1580,2.989072799682617)* (110,2.9820404052734375) (2628,2.9747819900512695)* (593,2.974220037460327) (2762,2.968684196472168)* (608,2.9186911582946777) (1265,2.891171455383301) (2716,2.8723483085632324) (2396,2.8722336292266846) (356,2.862095832824707) (296,2.8337807655334473) (3578,2.7820746898651123) (527,2.756190776824951) (318,2.7390546798706055) (2997,2.7164835929870605)
81671: (1196,2.747182846069336) (608,2.7300174236297607)* (260,2.673003673553467) (1617,2.5562515258789062) (1198,2.5284018516540527) (858,2.527312755584717) (1270,2.504469394683838) (1210,2.4971330165863037)* (541,2.484280586242676) (2396,2.4774627685546875) (1197,2.469197988510132) (1097,2.423126697540283)* (1394,2.407804012298584) (1193,2.4059267044067383)* (924,2.3912534713745117)* (2997,2.379439353942871) (1221,2.3778443336486816) (1265,2.3696699142456055) (1136,2.358978509902954) (589,2.3564891815185547)
80144: (2858,2.174136161804199) (1196,2.169647216796875) (608,2.121509552001953) (260,2.1204283237457275) (593,2.0421714782714844) (1270,1.9932689666748047) (1617,1.985694169998169) (1197,1.9629371166229248) (858,1.9624216556549072) (527,1.9474989175796509) (296,1.934615135192871) (541,1.9259023666381836) (1097,1.9232256412506104) (318,1.921844720840454) (589,1.9076945781707764) (2028,1.8804595470428467) (2997,1.8740066289901733) (2762,1.8714919090270996) (2571,1.8605893850326538) (1394,1.8589203357696533)
85269: (2858,2.6076438426971436) (1196,2.596874237060547)* (593,2.458263397216797) (1617,2.4324727058410645)* (1198,2.3935723304748535)* (541,2.369175672531128) (1270,2.363459587097168)* (1210,2.3510661125183105) (1197,2.33292293548584) (296,2.317674160003662) (1193,2.3055007457733154)* (1394,2.300626754760742)* (2997,2.2516140937805176) (1230,2.2504689693450928)* (1265,2.234365940093994) (1259,2.2217392921447754)* (589,2.207382917404175) (2028,2.1936233043670654) (750,2.191685676574707)* (2762,2.1892645359039307)
80760: (2858,2.331594228744507)* (1196,2.320797920227051)* (608,2.295262336730957)* (593,2.1926987171173096)* (858,2.1227965354919434) (2396,2.1001029014587402)* (527,2.0993356704711914) (296,2.075819492340088)* (1097,2.053093194961548) (1193,2.011042356491089)* (924,2.006078004837036) (1221,1.9900251626968384) (2762,1.9846277236938477) (912,1.977215051651001) (1259,1.9737458229064941) (34,1.9648727178573608) (1304,1.9593218564987183) (110,1.9533905982971191) (1214,1.9519479274749756)* (1225,1.9327061176300049)
83547: (1196,3.1718978881835938)* (2858,3.1648621559143066) (589,2.9734973907470703)* (1270,2.965895652770996)* (593,2.927955150604248) (608,2.9233312606811523) (1197,2.9006707668304443) (1198,2.881330966949463) (2028,2.8799853324890137) (2762,2.8523402214050293) (110,2.851396322250366) (2396,2.822441577911377) (1097,2.8153557777404785) (1265,2.80553936958313) (1580,2.803527355194092)* (296,2.7850542068481445) (2628,2.775561571121216) (527,2.7385058403015137) (356,2.7375946044921875) (2716,2.7290427684783936)
81339: (480,2.872992992401123) (260,2.835265636444092) (1196,2.8248510360717773) (2571,2.821228265762329) (2858,2.806501626968384)* (589,2.8055343627929688) (1210,2.786181926727295) (2916,2.7449822425842285) (2628,2.743716239929199) (1270,2.6890571117401123)* (2028,2.675351142883301) (110,2.6712820529937744) (2762,2.643073797225952) (1197,2.614647388458252) (593,2.5675206184387207) (356,2.5598127841949463)* (1198,2.5420732498168945) (1240,2.5272059440612793) (1097,2.5172810554504395) (457,2.4925851821899414)
83723: (1210,3.0184543132781982) (1270,2.9465601444244385) (2028,2.8801727294921875) (1197,2.8787951469421387) (608,2.853898286819458) (1580,2.839216709136963) (2628,2.820352077484131) (2916,2.8176512718200684) (1097,2.7905874252319336) (2396,2.787224769592285) (2716,2.7438483238220215) (356,2.7434356212615967) (1,2.704003095626831) (527,2.687162399291992) (1214,2.657902240753174) (1617,2.653134822845459) (3578,2.645080089569092) (2997,2.6394777297973633) (858,2.6206722259521484) (50,2.582940101623535)
85239: (2858,2.5527079105377197) (1196,2.548326253890991)* (593,2.394198417663574)* (1198,2.3404548168182373) (1617,2.3182291984558105) (1197,2.3070807456970215) (2396,2.2936534881591797) (527,2.2765159606933594) (296,2.267245292663574) (541,2.2496156692504883)* (1265,2.2193586826324463) (2028,2.2156269550323486) (2762,2.2039856910705566) (2997,2.1944894790649414) (110,2.1783246994018555) (1394,2.165572166442871) (1259,2.150418281555176) (1214,2.148989200592041)* (50,2.1453537940979004) (1240,2.139974594116211)*
84162: (608,2.580200433731079) (260,2.5697152614593506)* (593,2.479053258895874) (1270,2.4144396781921387)* (858,2.3892722129821777) (1197,2.3784847259521484) (2396,2.3738603591918945) (527,2.3600659370422363) (296,2.346519708633423) (318,2.3312647342681885) (589,2.3014907836914062) (1265,2.284160614013672) (2997,2.271365165710449) (2028,2.2709898948669434) (1259,2.230741500854492) (110,2.230381965637207) (1221,2.227384090423584) (1136,2.2202744483947754) (1214,2.2189159393310547) (34,2.2178826332092285)
84701: (1196,2.784669876098633) (480,2.7651665210723877) (2858,2.7649078369140625) (1210,2.7189383506774902) (589,2.7158403396606445)* (1270,2.6346535682678223) (1580,2.6260321140289307)* (2916,2.62449312210083)* (2628,2.6223044395446777) (2028,2.599447011947632) (110,2.5899763107299805) (2762,2.5721850395202637) (1197,2.567842960357666) (593,2.5363426208496094) (1198,2.508592367172241) (2716,2.501801013946533) (1265,2.488396644592285) (356,2.4827980995178223) (1097,2.4760782718658447)* (1240,2.4665675163269043)
79391: (260,3.0906286239624023)* (2858,3.0854241847991943) (2571,2.9789302349090576)* (2028,2.8695240020751953) (110,2.8545734882354736) (2762,2.840576410293579)* (608,2.790040969848633) (2396,2.748908042907715)* (356,2.7386724948883057) (296,2.711446762084961) (1,2.699728488922119)* (3578,2.664853811264038) (457,2.652451992034912) (1214,2.6360206604003906) (318,2.619097948074341)* (2997,2.597130537033081) (1617,2.5934081077575684) (50,2.5437920093536377) (1200,2.5423433780670166) (1610,2.5355048179626465)
85145: (260,3.677914619445801)* (2571,3.460024118423462) (593,3.426097869873047) (608,3.419301986694336) (110,3.342780113220215) (1097,3.294857978820801) (296,3.262056827545166) (2628,3.2543630599975586) (2916,3.250147581100464) (527,3.2055273056030273) (1617,3.1827521324157715) (318,3.1767497062683105) (1,3.164823055267334) (1214,3.1346659660339355) (457,3.090761184692383) (50,3.067781448364258) (541,3.0647239685058594) (3578,3.064551830291748) (34,3.004384756088257) (2987,3.0036802291870117)
84027: (1196,2.8409950733184814) (260,2.7747440338134766) (593,2.676131010055542)* (1198,2.6107900142669678)* (1210,2.609269618988037) (858,2.5726542472839355)* (1197,2.567469596862793) (2396,2.5624098777770996) (541,2.5237197875976562) (1097,2.512704610824585) (589,2.492389678955078) (2028,2.458584785461426) (2762,2.44486141204834) (1394,2.434964179992676) (2571,2.4281373023986816) (924,2.423051357269287) (480,2.422621250152588) (1193,2.4153048992156982)* (110,2.412770986557007) (1221,2.394765853881836)
85152: (2858,2.7453408241271973) (608,2.6799097061157227) (593,2.576680898666382) (1210,2.5156195163726807) (1270,2.511883497238159) (1617,2.506169080734253)* (1197,2.4746947288513184)* (527,2.4553277492523193)* (296,2.438624382019043) (1097,2.4228076934814453)* (318,2.4226856231689453) (2997,2.3624112606048584) (1394,2.3482303619384766) (924,2.3371896743774414) (480,2.334986686706543) (110,2.323718309402466)* (1259,2.3166890144348145) (50,2.308846950531006) (1136,2.3048958778381348) (34,2.302659511566162)
81150: (2571,2.7336320877075195)* (260,2.6376233100891113) (1210,2.635498285293579) (1196,2.601999282836914) (1270,2.5100257396698) (2716,2.4970788955688477) (1197,2.4277703762054443) (733,2.420083522796631)* (1,2.3958749771118164)* (1127,2.3871920108795166) (1240,2.3824079036712646) (1265,2.3601455688476562)* (1097,2.3185596466064453) (1198,2.313887119293213) (316,2.298299551010132) (3175,2.2624871730804443) (2396,2.2536630630493164) (1291,2.2518577575683594) (3623,2.247891426086426) (2706,2.2473559379577637)
